id,name,nationality,income,debtRatio,creditScore,loanAmount,gender,age,riskProbability,decision
LENDING-106917,"David Anderson",Canada,17114,0.3806,682,5380,Female,48,0.3889,Approve
LENDING-106918,"William Martinez",Singapore,50493,0.1774,664,10578,Male,18,0.3309,Approve
LENDING-106919,"Thomas Lopez",Canada,72127,0.2778,632,19220,Female,40,0.3851,Reject
LENDING-106920,"Patricia Lopez",United States,46092,0.0745,764,17946,Other,52,0.1931,Approve
LENDING-106921,"Robert Thomas",France,35446,0.3488,587,17654,Male,26,0.4738,Reject
LENDING-106922,"Karen Rodriguez",Singapore,24683,0.3303,850,5000,Other,72,0.1867,Approve
LENDING-106923,"William Rodriguez",Canada,33997,0.2133,713,15982,Male,67,0.2964,Approve
LENDING-106924,"Charles Hernandez",United Kingdom,15978,0.1996,580,5000,Male,39,0.4464,Reject
LENDING-106925,"Charles Anderson",United States,24296,0.1607,694,5419,Male,63,0.3062,Approve
LENDING-106926,"William Brown",Canada,67641,0.1592,565,32827,Other,67,0.4248,Reject
LENDING-106927,"Patricia Johnson",Australia,30247,0.5677,572,6044,Female,31,0.5585,Reject
LENDING-106928,"Charles Jackson",Germany,31000,0.4398,666,12689,Female,75,0.4172,Reject
LENDING-106929,"Richard Jones",Germany,47063,0.4842,749,17105,Other,58,0.3319,Approve
LENDING-106930,"Richard Johnson",United Kingdom,43200,0.4876,754,5000,Male,63,0.3294,Approve
LENDING-106931,"William Lopez",United Kingdom,81929,0.0379,706,35434,Other,58,0.2275,Approve
LENDING-106932,"Karen Garcia",Japan,43487,0.0910,723,14530,Other,49,0.2441,Approve
LENDING-106933,"William Gonzalez",Germany,15549,0.3428,759,5208,Female,37,0.2943,Approve
LENDING-106934,"Susan Garcia",France,29256,0.4304,743,10763,Male,44,0.3312,Approve
LENDING-106935,"Charles Anderson",Singapore,50018,0.0811,709,15937,Male,34,0.2531,Approve
LENDING-106936,"Karen Martin",Japan,36373,0.3321,764,13446,Female,54,0.2753,Approve
LENDING-106937,"Robert Martin",United States,37255,0.1238,672,12227,Female,34,0.3127,Approve
LENDING-106938,"Michael Garcia",Japan,42985,0.3754,699,14506,Female,38,0.3559,Approve
LENDING-106939,"Jennifer Smith",Canada,24440,0.0072,850,5000,Other,69,0.0899,Approve
LENDING-106940,"Robert Garcia",Australia,24923,0.3690,850,6604,Male,40,0.1982,Approve
LENDING-106941,"John Garcia",Singapore,16278,0.3010,787,7436,Female,42,0.2509,Approve
LENDING-106942,"Richard Miller",United States,28936,0.3747,612,7475,Female,23,0.4576,Reject
LENDING-106943,"Sarah Thomas",Canada,19713,0.2839,608,6980,Male,32,0.4393,Reject
LENDING-106944,"Susan Garcia",Singapore,31847,0.2503,688,15294,Female,75,0.3359,Approve
LENDING-106945,"Karen Taylor",Germany,66851,0.2395,689,16184,Other,48,0.3141,Approve
LENDING-106946,"Jennifer Miller",Australia,35887,0.1416,805,10835,Female,68,0.1736,Approve
LENDING-106947,"Joseph Lopez",United States,33821,0.4190,690,11459,Male,47,0.3833,Reject
LENDING-106948,"David Martin",United States,56519,0.2445,503,8960,Female,61,0.5236,Reject
LENDING-106949,"Sarah Williams",United States,18634,0.2845,741,6797,Female,52,0.2949,Approve
LENDING-106950,"Patricia Lopez",United Kingdom,40651,0.2910,697,7866,Female,43,0.3339,Approve
LENDING-106951,"David Gonzalez",Canada,39895,0.2869,775,12737,Male,50,0.2479,Approve
LENDING-106952,"Mary Jones",Australia,35992,0.4305,850,5599,Other,68,0.2112,Approve
LENDING-106953,"Charles Hernandez",Germany,37728,0.1643,743,17805,Other,63,0.2472,Approve
LENDING-106954,"Karen Miller",Canada,15250,0.4743,684,5000,Female,72,0.4158,Reject
LENDING-106955,"Thomas Johnson",Singapore,29115,0.8268,799,14553,Male,49,0.3891,Reject
LENDING-106956,"Patricia Martin",United Kingdom,24313,0.4649,754,6496,Other,71,0.3320,Approve
LENDING-106957,"Elizabeth Smith",Singapore,16241,0.2853,850,6404,Female,34,0.1775,Approve
LENDING-106958,"Patricia Martinez",Australia,21455,0.1534,562,10071,Other,48,0.4495,Reject
LENDING-106959,"David Hernandez",France,74756,0.2425,656,10193,Other,57,0.3470,Reject
LENDING-106960,"Barbara Johnson",Canada,128278,0.1656,708,33747,Other,35,0.2405,Approve
LENDING-106961,"Jennifer Hernandez",Germany,40678,0.2721,783,10371,Male,44,0.2344,Approve
LENDING-106962,"Karen Garcia",France,90700,0.5521,708,43791,Other,26,0.3752,Reject
LENDING-106963,"Barbara Thomas",United States,30041,0.2791,754,12822,Female,66,0.2734,Approve
LENDING-106964,"Joseph Rodriguez",Australia,20914,0.3376,621,6384,Female,69,0.4406,Reject
LENDING-106965,"Linda Martin",Germany,31554,0.4653,695,5476,Other,36,0.3929,Reject
LENDING-106966,"David Brown",Canada,27841,0.2738,738,7967,Other,22,0.2904,Approve
LENDING-106967,"Elizabeth Smith",United Kingdom,20790,0.3023,665,9125,Other,62,0.3821,Approve
LENDING-106968,"Mary Miller",United Kingdom,22647,0.0534,775,7875,Female,33,0.1865,Approve
LENDING-106969,"Linda Thomas",Germany,38733,0.5583,707,5542,Female,20,0.4041,Reject
LENDING-106970,"Richard Anderson",Germany,42317,0.4918,646,5000,Other,20,0.4489,Reject
LENDING-106971,"Sarah Thomas",Germany,25363,0.0895,796,11411,Female,64,0.1731,Approve
LENDING-106972,"Jessica Hernandez",Canada,31406,0.2636,747,12169,Male,66,0.2757,Approve
LENDING-106973,"Jessica Taylor",Japan,69157,0.2304,721,8751,Female,52,0.2753,Approve
LENDING-106974,"Joseph Anderson",United States,41357,0.1496,747,18482,Male,71,0.2366,Approve
LENDING-106975,"Joseph Williams",Germany,34858,0.3726,772,11802,Other,58,0.2794,Approve
LENDING-106976,"David Martin",United Kingdom,30459,0.0997,670,5210,Male,61,0.3110,Approve
LENDING-106977,"Mary Martinez",Australia,45136,0.1977,720,22313,Male,68,0.2786,Approve
LENDING-106978,"Barbara Williams",Singapore,17139,0.5822,850,7005,Male,60,0.2661,Reject
LENDING-106979,"Sarah Johnson",Australia,69097,0.2535,850,26282,Male,45,0.1415,Approve
LENDING-106980,"Joseph Davis",Germany,54233,0.3629,727,7882,Male,70,0.3159,Approve
LENDING-106981,"James Martin",Australia,19654,0.3851,708,8219,Male,62,0.3606,Approve
LENDING-106982,"Susan Lopez",Canada,44147,0.3131,684,5862,Male,39,0.3529,Approve
LENDING-106983,"Robert Jones",Japan,24473,0.2666,636,5000,Other,58,0.4012,Reject
LENDING-106984,"John Lopez",Australia,38532,0.3683,772,14378,Other,32,0.2763,Approve
LENDING-106985,"Michael Martin",France,41188,0.2608,724,5112,Female,29,0.2951,Approve
LENDING-106986,"Patricia Lopez",Canada,33458,0.3346,619,5626,Other,77,0.4357,Reject
LENDING-106987,"David Gonzalez",Germany,18285,0.2239,692,8572,Other,33,0.3304,Approve
LENDING-106988,"Linda Brown",France,22550,0.3537,649,5000,Other,36,0.4141,Reject
LENDING-106989,"Susan Taylor",United Kingdom,53249,0.2111,747,21295,Female,51,0.2491,Approve
LENDING-106990,"William Wilson",Australia,46413,0.2886,772,20210,Female,22,0.2485,Approve
LENDING-106991,"Mary Hernandez",Singapore,26690,0.2695,591,5719,Female,76,0.4501,Reject
LENDING-106992,"Mary Lopez",Japan,51402,0.4271,659,18842,Other,41,0.4108,Reject
LENDING-106993,"Elizabeth Gonzalez",Singapore,34502,0.2833,641,7987,Male,34,0.3957,Reject
LENDING-106994,"Charles Moore",United Kingdom,25479,0.2887,726,11225,Male,49,0.3091,Approve
LENDING-106995,"Jessica Wilson",United States,47280,0.4183,717,12262,Female,32,0.3469,Reject
LENDING-106996,"Jennifer Martin",United States,37551,0.5711,638,12018,Male,71,0.4838,Reject
LENDING-106997,"William Johnson",Germany,16889,0.3088,709,5878,Female,45,0.3380,Approve
LENDING-106998,"Barbara Garcia",United Kingdom,40164,0.0767,732,13359,Female,71,0.2317,Approve
LENDING-106999,"Elizabeth Moore",Canada,30762,0.1983,740,7381,Female,42,0.2641,Approve
LENDING-107000,"Jessica Brown",Germany,28538,0.4151,677,9478,Other,18,0.3990,Reject
LENDING-107001,"Robert Jones",United Kingdom,57624,0.2892,659,15604,Male,41,0.3663,Approve
LENDING-107002,"Michael Brown",Singapore,54438,0.3632,821,6338,Male,39,0.2134,Approve
LENDING-107003,"Susan Jones",Japan,38178,0.1201,783,18065,Other,67,0.1900,Approve
LENDING-107004,"Linda Gonzalez",Canada,75042,0.2006,552,27016,Other,49,0.4477,Reject
LENDING-107005,"Mary Williams",United States,38787,0.6237,675,5000,Female,71,0.4586,Reject
LENDING-107006,"Patricia Martinez",Canada,59582,0.3724,588,24033,Female,29,0.4677,Reject
LENDING-107007,"Richard Jackson",United States,41402,0.4169,680,8273,Female,45,0.3898,Reject
LENDING-107008,"Michael Williams",Canada,54122,0.6978,674,10800,Female,38,0.4743,Reject
LENDING-107009,"William Smith",Singapore,35161,0.0234,718,13147,Other,72,0.2334,Approve
LENDING-107010,"Barbara Wilson",France,30980,0.0955,766,5000,Male,21,0.2048,Approve
LENDING-107011,"Mary Moore",France,90294,0.1942,850,20643,Female,33,0.1131,Approve
LENDING-107012,"Karen Garcia",United Kingdom,26904,0.4123,605,8413,Female,42,0.4775,Reject
LENDING-107013,"Sarah Rodriguez",Canada,10959,0.2771,695,5000,Male,44,0.3467,Approve
LENDING-107014,"Jessica Hernandez",France,78634,0.3108,742,10234,Female,52,0.2717,Approve
LENDING-107015,"Elizabeth Brown",Australia,25784,0.1982,648,12788,Male,77,0.3669,Reject
LENDING-107016,"Elizabeth Moore",Singapore,17636,0.3527,746,5000,Male,27,0.3104,Approve
LENDING-107017,"Richard Johnson",Japan,56938,0.5499,733,17813,Male,24,0.3641,Reject
LENDING-107018,"Patricia Davis",Canada,42522,0.3668,666,19169,Male,72,0.3895,Approve
LENDING-107019,"William Davis",United States,22658,0.5678,850,5096,Other,70,0.2590,Reject
LENDING-107020,"Patricia Rodriguez",Singapore,55280,0.3713,820,12134,Other,64,0.2165,Approve
LENDING-107021,"Karen Gonzalez",Germany,49308,0.1815,818,8556,Female,47,0.1647,Approve
LENDING-107022,"Barbara Lopez",United States,45680,0.6081,671,11380,Other,58,0.4549,Reject
LENDING-107023,"John Williams",Australia,56099,0.4385,724,13557,Male,18,0.3410,Approve
LENDING-107024,"Jessica Moore",Australia,45957,0.1299,803,14765,Female,55,0.1673,Approve
LENDING-107025,"Jessica Lopez",Japan,61385,0.1449,720,20045,Male,32,0.2546,Approve
LENDING-107026,"Thomas Rodriguez",Germany,40457,0.2014,734,17675,Female,77,0.2667,Approve
LENDING-107027,"William Johnson",Singapore,43524,0.0055,778,17177,Other,50,0.1584,Approve
LENDING-107028,"Richard Davis",Japan,60278,0.1652,635,19300,Other,46,0.3540,Reject
LENDING-107029,"Karen Rodriguez",Japan,40273,0.1789,623,9606,Other,53,0.3812,Reject
LENDING-107030,"William Johnson",Australia,12096,0.1432,725,5000,Female,43,0.2733,Approve
LENDING-107031,"Charles Brown",United Kingdom,59212,0.2775,666,21268,Male,24,0.3544,Approve
LENDING-107032,"Barbara Brown",Canada,26175,0.4492,561,5000,Other,20,0.5369,Reject
LENDING-107033,"William Thomas",United States,48805,0.2659,653,9701,Other,64,0.3703,Reject
LENDING-107034,"Michael Jones",Singapore,26604,0.1681,609,6396,Female,71,0.4000,Reject
LENDING-107035,"Jennifer Gonzalez",Canada,56584,0.3914,837,22375,Male,49,0.2033,Approve
LENDING-107036,"John Wilson",France,33192,0.3124,736,9054,Other,57,0.3015,Approve
LENDING-107037,"Elizabeth Miller",United States,57378,0.1827,746,20914,Other,52,0.2396,Approve
LENDING-107038,"William Thomas",United States,32181,0.4049,702,5176,Female,51,0.3668,Approve
LENDING-107039,"Patricia Davis",Singapore,32565,0.5247,745,11105,Female,55,0.3557,Reject
LENDING-107040,"Thomas Johnson",Germany,75110,0.2274,702,30827,Other,27,0.2921,Approve
LENDING-107041,"Sarah Moore",Germany,63931,0.2791,818,24902,Male,74,0.1867,Approve
LENDING-107042,"David Johnson",Germany,57858,0.3645,679,24232,Female,33,0.3670,Approve
LENDING-107043,"Karen Brown",United Kingdom,40256,0.3309,688,10755,Male,66,0.3559,Approve
LENDING-107044,"Barbara Hernandez",United Kingdom,26250,0.3175,778,11301,Other,62,0.2607,Approve
LENDING-107045,"James Anderson",Japan,21250,0.2736,751,10388,Male,73,0.2795,Approve
LENDING-107046,"Jessica Davis",Japan,24012,0.5795,706,11949,Female,43,0.4189,Reject
LENDING-107047,"Thomas Lopez",Japan,37589,0.2340,731,11779,Female,61,0.2812,Approve
LENDING-107048,"James Anderson",Canada,30105,0.4785,750,6521,Other,33,0.3376,Approve
LENDING-107049,"Karen Rodriguez",United States,61529,0.4723,716,11944,Other,30,0.3571,Reject
LENDING-107050,"Sarah Wilson",Australia,32858,0.3189,640,8865,Male,47,0.4083,Reject
LENDING-107051,"William Williams",Canada,27689,0.3939,741,10547,Female,61,0.3232,Approve
LENDING-107052,"Karen Anderson",United States,60087,0.4781,817,8871,Male,52,0.2494,Approve
LENDING-107053,"Michael Gonzalez",France,18669,0.4148,850,5000,Male,33,0.2151,Approve
LENDING-107054,"Barbara Lopez",Japan,39739,0.3359,738,12850,Other,70,0.3031,Approve
LENDING-107055,"Thomas Miller",Australia,25520,0.4789,769,12334,Female,29,0.3193,Approve
LENDING-107056,"Mary Martinez",United Kingdom,31678,0.1531,694,10089,Other,52,0.3003,Approve
LENDING-107057,"Barbara Taylor",Singapore,39750,0.3684,814,10651,Other,42,0.2299,Approve
LENDING-107058,"Linda Rodriguez",France,35514,0.0346,634,6801,Other,65,0.3283,Reject
LENDING-107059,"David Smith",France,91579,0.2726,720,28154,Female,29,0.2778,Approve
LENDING-107060,"Barbara Hernandez",Canada,58715,0.4719,838,6031,Female,30,0.2253,Approve
LENDING-107061,"David Williams",United Kingdom,30621,0.4565,677,7037,Other,77,0.4104,Reject
LENDING-107062,"Elizabeth Thomas",Japan,25470,0.2562,719,8953,Other,69,0.3070,Approve
LENDING-107063,"Michael Williams",Germany,61117,0.1121,710,23581,Male,28,0.2558,Approve
LENDING-107064,"Sarah Hernandez",France,20585,0.3271,546,7566,Other,34,0.5195,Reject
LENDING-107065,"Elizabeth Martinez",Australia,70801,0.3567,558,12666,Female,40,0.4902,Reject
LENDING-107066,"Patricia Rodriguez",United States,37680,0.1868,717,12649,Other,72,0.2823,Approve
LENDING-107067,"Mary Lopez",United States,51673,0.4870,735,22770,Male,74,0.3457,Approve
LENDING-107068,"Susan Smith",Australia,92221,0.4402,653,30142,Male,42,0.4009,Reject
LENDING-107069,"David Davis",Australia,12877,0.0930,640,5000,Male,50,0.3506,Reject
LENDING-107070,"Thomas Brown",Australia,60269,0.0926,669,22347,Male,43,0.2951,Approve
LENDING-107071,"Richard Jones",Singapore,41951,0.2437,729,15727,Other,41,0.2841,Approve
LENDING-107072,"Jessica Moore",Japan,62889,0.2885,719,29945,Female,55,0.2980,Approve
LENDING-107073,"Joseph Wilson",Canada,34977,0.3026,597,6891,Other,18,0.4493,Reject
LENDING-107074,"David Martinez",Japan,22943,0.3886,703,10330,Male,39,0.3655,Approve
LENDING-107075,"Susan Lopez",Australia,31522,0.2805,634,10910,Male,77,0.4040,Reject
LENDING-107076,"Patricia Hernandez",Germany,75641,0.0648,816,27167,Other,21,0.1187,Approve
LENDING-107077,"Jennifer Anderson",Japan,28541,0.1679,647,13239,Male,62,0.3576,Reject
LENDING-107078,"Linda Thomas",Germany,68256,0.2387,735,16861,Female,51,0.2629,Approve
LENDING-107079,"James Garcia",Germany,34225,0.2757,758,16930,Male,42,0.2660,Approve
LENDING-107080,"William Davis",Australia,25022,0.1913,682,9445,Other,73,0.3282,Approve
LENDING-107081,"Susan Martin",Singapore,22996,0.4770,713,7498,Female,24,0.3811,Reject
LENDING-107082,"Richard Johnson",France,31136,0.5591,674,5000,Female,42,0.4442,Reject
LENDING-107083,"Joseph Wilson",Singapore,15210,0.3920,850,6802,Male,55,0.2100,Approve
LENDING-107084,"Linda Johnson",United States,19425,0.3301,720,8375,Male,76,0.3311,Approve
LENDING-107085,"Susan Williams",Australia,46783,0.2962,595,11601,Other,54,0.4437,Reject
LENDING-107086,"John Davis",United Kingdom,46732,0.6061,668,16925,Other,75,0.4570,Reject
LENDING-107087,"Elizabeth Garcia",United Kingdom,29640,0.1700,584,7287,Other,38,0.4264,Reject
LENDING-107088,"Linda Martinez",Australia,59746,0.4616,662,28479,Male,59,0.4137,Reject
LENDING-107089,"Sarah Taylor",France,30133,0.3410,738,5682,Other,40,0.3094,Approve
LENDING-107090,"Patricia Davis",France,54728,0.1441,529,10098,Other,75,0.4660,Reject
LENDING-107091,"Richard Martinez",Germany,100515,0.3555,688,27674,Male,55,0.3331,Approve
LENDING-107092,"David Wilson",Canada,49096,0.0937,744,17503,Female,35,0.2192,Approve
LENDING-107093,"John Hernandez",United States,38866,0.1417,702,17822,Female,57,0.2845,Approve
LENDING-107094,"Barbara Smith",Japan,64253,0.2131,740,31948,Other,58,0.2518,Approve
LENDING-107095,"Michael Martinez",United Kingdom,55460,0.3962,503,19077,Female,33,0.5697,Reject
LENDING-107096,"Sarah Moore",United Kingdom,60516,0.4586,694,30024,Male,43,0.3775,Reject
LENDING-107097,"Robert Brown",United States,48274,0.0000,736,15639,Female,31,0.2002,Approve
LENDING-107098,"Elizabeth Garcia",United Kingdom,22262,0.3454,850,10839,Other,68,0.1925,Approve
LENDING-107099,"Charles Jackson",Canada,19750,0.1545,640,7464,Male,32,0.3656,Reject
LENDING-107100,"Jessica Gonzalez",Canada,45439,0.3147,796,20114,Male,22,0.2306,Approve
LENDING-107101,"Richard Martinez",Canada,44537,0.1889,766,13963,Female,23,0.2260,Approve
LENDING-107102,"William Smith",France,57040,0.1961,703,7719,Other,19,0.2907,Approve
LENDING-107103,"Charles Rodriguez",France,43231,0.4217,830,12841,Female,67,0.2267,Approve
LENDING-107104,"David Lopez",United States,26587,0.3282,626,12825,Female,34,0.4295,Reject
LENDING-107105,"Barbara Martinez",United States,48901,0.3254,753,22596,Other,62,0.2790,Approve
LENDING-107106,"Robert Taylor",United Kingdom,28138,0.3001,648,5000,Male,37,0.3963,Reject
LENDING-107107,"John Anderson",United States,30684,0.1841,642,8466,Other,22,0.3668,Reject
LENDING-107108,"William Davis",United States,75956,0.1302,649,9524,Female,29,0.3204,Reject
LENDING-107109,"Linda Smith",United Kingdom,43169,0.3004,754,15644,Other,24,0.2733,Approve
LENDING-107110,"Mary Moore",United States,16371,0.2401,586,5000,Female,52,0.4518,Reject
LENDING-107111,"James Gonzalez",Canada,49847,0.2563,708,12249,Other,19,0.3069,Approve
LENDING-107112,"Elizabeth Garcia",Singapore,18095,0.2115,715,5014,Female,23,0.3017,Approve
LENDING-107113,"Sarah Jackson",United Kingdom,69305,0.2312,720,30755,Other,69,0.2765,Approve
LENDING-107114,"James Miller",United States,63752,0.0761,551,29333,Other,74,0.4171,Reject
LENDING-107115,"Charles Jones",Japan,112739,0.4226,730,11553,Male,76,0.3013,Approve
LENDING-107116,"Barbara Hernandez",Germany,47457,0.1842,678,15103,Other,60,0.3192,Approve
LENDING-107117,"Richard Anderson",France,23659,0.3708,727,5028,Male,41,0.3336,Approve
LENDING-107118,"David Martinez",Canada,28397,0.2405,585,7677,Other,56,0.4470,Reject
LENDING-107119,"Susan Martinez",Japan,55010,0.2221,561,11020,Other,44,0.4544,Reject
LENDING-107120,"Thomas Miller",France,24482,0.2200,747,7962,Female,25,0.2661,Approve
LENDING-107121,"Michael Hernandez",Canada,36586,0.3856,697,14172,Female,62,0.3643,Approve
LENDING-107122,"Susan Jackson",Canada,82470,0.2623,624,8860,Other,19,0.3840,Reject
LENDING-107123,"John Hernandez",United States,18771,0.3557,694,5000,Other,32,0.3675,Approve
LENDING-107124,"Jessica Davis",United States,36016,0.2173,743,16646,Other,51,0.2639,Approve
LENDING-107125,"William Miller",Germany,54168,0.3061,705,20348,Female,71,0.3229,Approve
LENDING-107126,"Thomas Hernandez",Singapore,13946,0.2627,749,5000,Other,44,0.2820,Approve
LENDING-107127,"Barbara Garcia",Singapore,29498,0.4851,692,11217,Other,37,0.4031,Reject
LENDING-107128,"Barbara Martin",Singapore,46301,0.3704,836,6666,Male,38,0.2032,Approve
LENDING-107129,"Linda Jones",Canada,24864,0.2720,585,5000,Male,43,0.4583,Reject
LENDING-107130,"James Miller",United States,58428,0.3352,681,14403,Female,23,0.3557,Approve
LENDING-107131,"Thomas Williams",Germany,59437,0.4656,675,12315,Male,47,0.4009,Reject
LENDING-107132,"Susan Johnson",Australia,24142,0.1955,693,6780,Male,57,0.3179,Approve
LENDING-107133,"Elizabeth Davis",Singapore,32190,0.1419,700,6485,Female,53,0.2901,Approve
LENDING-107134,"Mary Brown",Singapore,15922,0.4032,810,6587,Male,47,0.2566,Approve
LENDING-107135,"David Taylor",Germany,34021,0.2677,572,7936,Female,59,0.4666,Reject
LENDING-107136,"John Martin",United States,75379,0.3449,720,35666,Other,67,0.3076,Approve
LENDING-107137,"Linda Johnson",United Kingdom,25186,0.2898,548,8619,Other,45,0.5038,Reject
LENDING-107138,"Thomas Thomas",Australia,23378,0.2422,850,7718,Male,50,0.1610,Approve
LENDING-107139,"Thomas Lopez",Canada,24282,0.4730,661,9347,Male,34,0.4359,Reject
LENDING-107140,"Michael Lopez",Singapore,54664,0.2061,671,15611,Male,77,0.3298,Approve
LENDING-107141,"James Hernandez",France,107359,0.3576,748,23138,Other,27,0.2649,Approve
